id,idade,renda,categoria,nota,cidade_Belo Horizonte,cidade_Desconhecido,cidade_Rio de Janeiro,cidade_São Paulo,cidade_Vitória,feedback_Bom,feedback_Desconhecido,feedback_Regular,feedback_Ruim
19,0.09677211303810995,1.0527782656353275,B,1.6160873364823451,0,0,0,1,0,1,0,0,0
20,-0.854231228812219,0.6590344527798193,A,-0.4332478319663469,1,0,0,0,0,1,0,0,0
21,-0.917631451602241,0.4513046845993486,B,-0.9889997420541279,0,0,1,0,0,0,0,1,0
22,-0.7908310060221971,-1.44178859615577,B,-0.78059277577121,0,0,0,1,0,0,0,1,0
23,0.6673741181483074,0.8512090499289643,B,-0.32904434882488803,0,0,0,0,1,1,0,0,0
24,0.16017233582813187,1.4796720023953749,B,0.19197306688240662,0,0,1,0,0,1,0,0,0
25,0.2869727814081757,-1.1955098353004334,B,0.3656455387848382,0,0,0,1,0,0,0,0,1
26,-0.5372301148621094,0.8601646955275328,A,1.1992734039165098,0,0,0,1,0,0,0,1,0
27,-0.7274307832321751,0.02824524225362711,B,-1.44054816900045,0,0,1,0,0,1,0,0,0
28,0.03337189024808801,1.5510991738099005,A,-1.3710791802394773,0,0,1,0,0,0,0,1,0
29,-0.41042966928206553,0.4556108002889571,A,1.6508218308628315,1,0,0,0,0,0,0,1,0
30,0.2235725586181538,-0.020080603935648093,B,0.8519284601116467,1,0,0,0,0,1,0,0,0
31,-1.5516336795024603,1.3784275181093222,A,1.1298044151555366,1,0,0,0,0,1,0,0,0
32,-0.41042966928206553,1.1506393733081164,B,0.12250407812143392,0,0,0,1,0,0,0,1,0
33,-1.1078321199723067,-0.1055997031860012,A,1.0603354263945644,1,0,0,0,0,1,0,0,0
34,0.03337189024808801,1.0218709858936852,A,0.018300594979975056,0,0,1,0,0,0,0,1,0
35,-0.7908310060221971,0.5288416429077296,B,0.2267075612628928,0,0,0,0,1,0,0,1,0
36,1.4281767916285706,0.40405984664838035,B,1.4076803701994274,0,0,1,0,0,0,0,0,1
37,0.35037300419819767,-0.030389002937401523,B,0.7477249769701875,0,0,1,0,0,0,0,0,1
38,1.6817776827886584,1.117068393708547,B,0.018300594979975056,0,0,0,0,1,0,0,1,0
39,0.8575747865183732,0.5964793130669759,B,1.6508218308628315,0,0,1,0,0,0,0,1,0
40,-0.1568287781219778,1.6673493663763157,A,1.4424148645799137,0,0,1,0,0,0,0,0,1
41,-1.1078321199723067,0.9472605139763001,A,-1.6142206409028816,0,0,0,1,0,0,0,1,0
42,0.2235725586181538,-1.5694311821728482,,0.921397448872619,0,0,0,1,0,0,0,1,0
43,0.03337189024808801,-0.5181865049468007,A,1.3729458758189412,0,0,1,0,0,0,0,1,0
44,1.1745759004684828,-0.3127322292458599,A,1.3034768870579683,1,0,0,0,0,0,0,1,0
45,-1.4882334567124385,0.8715451441357841,B,0.43511452754581087,0,0,1,0,0,0,0,0,1
46,0.984375232098417,0.043283798850623514,B,0.782459471350674,0,0,0,1,0,1,0,0,0
47,2.886381915799075,2.55808820989864,A,2.3802462128530446,1,0,0,0,0,0,0,0,1
48,-0.03002833254193392,1.1848165536601063,A,0.40038003316532433,0,0,0,1,0,0,0,1,0
49,-0.4738298920720875,-1.326398432243035,B,0.330911044404352,0,0,0,1,0,1,0,0,0
50,-1.1712323427623288,1.604600122974274,A,-1.0584687308151006,0,0,1,0,0,0,0,1,0
51,1.3013763460485266,0.5823007851236603,B,-1.6142206409028816,1,0,0,0,0,1,0,0,0
52,1.5549772372086144,1.1821050744325303,A,0.7477249769701875,0,0,0,0,1,1,0,0,0
53,0.03337189024808801,-0.0812650729816876,A,-0.5721858094882923,0,0,0,1,0,0,0,0,1
54,1.6183774599986362,-0.9284380900160097,B,1.1645389095360235,0,0,1,0,0,0,0,1,0
55,-1.2346325655523507,-0.1696748240958002,A,0.40038003316532433,1,0,0,0,0,0,0,0,1
56,0.2869727814081757,1.4204614185579558,B,0.12250407812143392,0,0,0,1,0,1,0,0,0
57,0.03337189024808801,1.2333693518552138,B,0.018300594979975056,0,0,1,0,0,0,0,0,1
59,-1.5516336795024603,-0.8937084607024542,A,-0.6069203038687785,0,0,0,0,1,0,0,1,0
60,-1.0444318971822848,-0.8282089173349968,A,-0.78059277577121,0,0,0,1,0,1,0,0,0
61,-0.9810316743922629,0.7530493211958702,A,0.7477249769701875,0,0,0,1,0,0,0,0,1
62,1.047775454888439,-1.6806137753458752,B,0.19197306688240662,0,0,0,0,1,0,0,0,1
63,1.6817776827886584,0.4079060859051178,A,1.6160873364823451,0,0,0,1,0,0,0,0,1
64,-1.3614330111323945,1.5554202205525247,B,1.3034768870579683,1,0,0,0,0,1,0,0,0
65,0.35037300419819767,0.4242675337992687,A,1.1992734039165098,0,0,0,0,1,0,0,1,0
66,-2.058835461822636,2.78925973131311,A,-2.1005035622296897,1,0,0,0,0,0,0,1,0
67,0.16017233582813187,-0.7640292790540907,A,0.018300594979975056,0,0,1,0,0,0,0,0,1
68,-0.3470294464920436,-1.416390874976768,B,0.2614420556433793,0,0,1,0,0,1,0,0,0
69,1.6817776827886584,0.8207855363050174,B,-0.4332478319663469,0,0,1,0,0,1,0,0,0
70,-1.1712323427623288,1.1539421222350976,A,0.40038003316532433,0,0,1,0,0,0,0,1,0
71,-1.4248332339224163,1.2641452383303216,A,1.1992734039165098,0,0,0,0,1,1,0,0,0
72,-0.9810316743922629,-0.40287995493095174,A,0.574052505067756,0,0,1,0,0,1,0,0,0
73,1.5549772372086144,-1.2155413360257414,A,-0.05116839378099763,0,0,0,1,0,0,0,0,1
74,-0.03002833254193392,1.5447594486996101,B,1.5118838533408867,0,0,0,0,1,0,0,0,1
75,1.047775454888439,1.1053684205657688,B,0.921397448872619,0,0,0,1,0,1,0,0,0
76,-1.4882334567124385,1.695846774161291,A,-1.3710791802394773,0,0,0,1,0,1,0,0,0
77,1.4281767916285706,0.19106538917471996,B,-0.7111237870102375,0,0,0,1,0,0,0,1,0
78,-0.1568287781219778,0.760037054007024,A,1.581352842101859,1,0,0,0,0,1,0,0,0
79,0.2869727814081757,-0.46527682548183286,B,0.018300594979975056,0,0,0,1,0,1,0,0,0
80,0.2235725586181538,0.9103867854497495,A,-1.3710791802394773,0,0,0,1,0,0,0,0,1
81,0.2869727814081757,-0.8034263555402249,B,-1.3363446858589911,0,0,0,1,0,0,0,1,0
82,0.03337189024808801,1.535269271403094,A,0.08776958374094775,1,0,0,0,0,0,0,0,1
83,-0.28362922370202165,1.3010100082250633,B,1.1298044151555366,0,0,0,1,0,0,0,0,1
84,-1.3614330111323945,-0.5913158164050695,A,0.018300594979975056,0,0,0,0,1,0,0,0,1
85,1.111175677678461,1.646878892692358,A,0.12250407812143392,1,0,0,0,0,0,0,0,1
86,-0.7274307832321751,0.6268490749000682,A,1.4076803701994274,0,0,0,0,1,1,0,0,0
87,0.984375232098417,1.5430155017074245,B,0.9561319432531055,1,0,0,0,0,1,0,0,0
88,-0.3470294464920436,1.1470648792162565,A,1.5466183477213729,0,0,0,1,0,1,0,0,0
89,-0.4738298920720875,-0.4121999182230934,A,-0.1553718769224565,0,0,0,0,1,0,0,0,1
90,1.1745759004684828,-0.09642905042401242,B,1.5118838533408867,1,0,0,0,0,1,0,0,0
91,-0.1568287781219778,-0.5358499406638845,A,1.2687423926774821,1,0,0,0,0,0,0,1,0
92,0.6039738953582854,-1.078041268807971,A,-1.3016101914785048,1,0,0,0,0,0,0,1,0
93,0.8575747865183732,1.4287959323510886,B,-1.4752826633809362,0,0,0,1,0,0,0,1,0
94,0.7307743409383293,1.0303428653745588,B,1.5118838533408867,0,0,0,1,0,0,0,1,0
95,1.3647765688385487,-0.21750794553557107,A,-0.1553718769224565,0,0,0,1,0,0,0,1,0
96,1.3647765688385487,-1.7070178494981072,A,0.12250407812143392,0,0,0,1,0,0,0,1,0
97,-0.03002833254193392,1.6160910613748385,A,1.685556325243318,0,0,0,0,1,0,0,1,0
98,-0.5372301148621094,0.49392686853678436,A,-1.6489551352833678,0,0,1,0,0,0,0,0,1
99,1.4281767916285706,1.6847320982967118,A,0.9561319432531055,0,0,1,0,0,0,0,1,0
100,0.2869727814081757,-0.5632364781045224,B,0.08776958374094775,0,0,0,1,0,1,0,0,0
101,-0.6640305604421533,0.9408670370751546,B,1.581352842101859,0,0,0,0,1,1,0,0,0
102,-1.3614330111323945,0.7051923100712749,A,-1.4752826633809362,0,0,0,0,1,0,0,0,1
103,0.984375232098417,1.2023485961106555,B,1.581352842101859,0,0,0,0,1,1,0,0,0
104,0.09677211303810995,-1.2762360665328798,B,-0.6416547982492649,0,0,0,0,1,1,0,0,0
105,-1.1712323427623288,-0.30237903708506075,A,-0.78059277577121,0,0,1,0,0,1,0,0,0
106,0.35037300419819767,0.6277150759749547,B,-0.1553718769224565,0,0,1,0,0,0,0,1,0
107,-0.6006303376521314,-0.3563100005762742,B,0.7129904825897013,1,0,0,0,0,0,0,1,0
108,-0.1568287781219778,-0.039240131164863266,A,1.1298044151555366,1,0,0,0,0,0,0,1,0
109,1.111175677678461,0.7546320128154903,A,-0.22484086568342918,0,0,0,0,1,0,0,1,0
110,1.3647765688385487,0.0057322005171787935,B,-0.884796258912669,1,0,0,0,0,0,0,0,1
111,1.4915770144185925,0.14967949642694972,B,-1.6489551352833678,0,0,1,0,0,1,0,0,0
112,-0.2202290009119997,1.6944133930718233,B,0.2961765500238655,0,0,0,0,1,0,1,0,0
113,-1.5516336795024603,0.992842032621366,B,-0.4679823263468333,0,0,0,0,1,0,0,1,0
114,0.2869727814081757,1.4102097575576604,A,0.9908664376335917,0,0,0,0,1,1,0,0,0
115,-1.4248332339224163,1.6523197684111288,A,-0.1901063713029427,1,0,0,0,0,0,0,1,0
116,-1.0444318971822848,-0.8322701637551547,A,-1.4058136746199636,0,0,0,1,0,1,0,0,0
117,1.6817776827886584,-0.2818548116102482,B,1.3729458758189412,0,0,0,0,1,0,0,0,1
118,1.4281767916285706,1.0309430937057733,A,-1.0237342364346143,0,0,0,1,0,1,0,0,0
119,-1.0444318971822848,-0.6198430862960752,B,-1.6142206409028816,0,0,0,0,1,0,0,0,1
120,1.6817776827886584,1.3444115931298972,B,-1.544751652141909,0,0,0,1,0,1,0,0,0
121,0.4137732269882196,1.4488005571809688,B,1.0256009320140782,0,0,1,0,0,1,0,0,0
122,1.6183774599986362,0.3414151206174455,A,-0.7458582813907239,0,0,1,0,0,0,0,1,0
123,0.2869727814081757,-0.374866313263672,A,-1.0584687308151006,1,0,0,0,0,0,0,1,0
124,-1.1712323427623288,0.8718825859339293,A,0.8519284601116467,0,0,1,0,0,1,0,0,0
125,0.2869727814081757,0.6939402685189551,A,-1.3016101914785048,0,0,0,1,0,0,0,1,0
126,0.16017233582813187,0.18049121742929408,A,-1.1279377195760731,0,0,0,0,1,1,0,0,0
127,1.4915770144185925,-0.23465476681832573,B,-0.9195307532931554,0,0,0,1,0,0,0,0,1
128,-1.6150339022924822,-0.3731522283775172,B,1.4771493589604,0,0,0,0,1,0,0,1,0
129,-1.6150339022924822,-0.39601465675452324,A,0.8171939657311601,1,0,0,0,0,0,0,0,1
130,-1.4882334567124385,0.40124385004969726,B,-1.4058136746199636,0,0,0,1,0,0,0,1,0
131,0.47717344977824155,0.297037044845412,B,-0.537451315107806,0,0,1,0,0,0,0,1,0
132,-0.917631451602241,0.4793631194256746,B,1.1645389095360235,0,0,1,0,0,1,0,0,0
133,-0.03002833254193392,-1.0572184222728531,A,-1.544751652141909,0,0,0,1,0,1,0,0,0
134,-0.7274307832321751,0.6893086558736132,A,0.2961765500238655,0,0,1,0,0,0,0,1,0
135,0.2235725586181538,0.15581615921623237,B,0.6435214938287286,0,0,0,0,1,1,0,0,0
136,1.4281767916285706,0.17944604371822404,B,-1.3710791802394773,0,0,0,1,0,1,0,0,0
137,-1.2346325655523507,0.5399413877192933,B,0.7129904825897013,1,0,0,0,0,0,0,0,1
138,0.7307743409383293,1.7407534092100656,B,-1.3016101914785048,0,0,0,0,1,1,0,0,0
139,-0.4738298920720875,0.16442839059544923,B,-0.05116839378099763,0,0,0,0,1,0,0,1,0
140,0.35037300419819767,0.2788450498515873,B,0.9561319432531055,0,0,1,0,0,0,0,1,0
141,-1.6784341250825041,-1.1764518392317223,B,-1.3710791802394773,0,0,0,0,1,0,0,1,0
142,-0.41042966928206553,-1.3956486561279324,A,-1.544751652141909,0,0,0,1,0,0,0,1,0
143,-0.1568287781219778,0.5554129448537333,A,0.2267075612628928,0,0,0,0,1,1,0,0,0
144,-0.9810316743922629,0.39985227590867267,B,0.40038003316532433,1,0,0,0,0,1,0,0,0
145,0.920975009308395,-0.8010971112698402,B,-0.78059277577121,0,0,0,1,0,1,0,0,0
146,0.47717344977824155,-1.712488587322908,A,0.12250407812143392,0,0,1,0,0,1,0,0,0
147,0.984375232098417,0.9849733676823101,A,1.3034768870579683,1,0,0,0,0,1,0,0,0
148,-2.439236798562767,-1.8714505501448508,B,1.9634322802872084,0,0,0,1,0,0,0,0,1
149,0.16017233582813187,0.634777464051185,A,0.782459471350674,0,0,0,0,1,0,0,1,0
150,1.111175677678461,1.0536651701844353,A,1.2687423926774821,0,0,1,0,0,0,0,0,1
151,0.6039738953582854,0.7766553160130374,A,0.40038003316532433,0,0,1,0,0,0,0,0,1
152,-0.4738298920720875,-0.9497745647748538,A,-1.0237342364346143,0,0,1,0,0,0,0,1,0
153,-0.6640305604421533,0.9364773074886608,B,0.7129904825897013,0,0,1,0,0,1,0,0,0
154,1.3013763460485266,0.9637294654521612,B,-1.2668756970980184,1,0,0,0,0,1,0,0,0
155,-0.2202290009119997,-0.6895651314562556,B,-0.32904434882488803,1,0,0,0,0,1,0,0,0
156,-1.1712323427623288,1.5550170821211118,A,-0.6069203038687785,0,0,0,0,1,0,0,0,1
157,-1.3614330111323945,-1.4879583982896376,A,-1.3016101914785048,1,0,0,0,0,1,0,0,0
158,0.6039738953582854,0.4835856212183974,B,-0.1553718769224565,0,0,0,0,1,0,0,0,1
159,1.111175677678461,-0.6698561414760779,B,0.921397448872619,1,0,0,0,0,0,0,0,1
160,-1.4248332339224163,-1.5080346921739913,B,-0.537451315107806,0,0,0,0,1,0,0,1,0
161,0.5405736725682635,0.5013655191489998,B,-0.5027168207273196,0,0,0,1,0,0,0,1,0
162,0.2235725586181538,1.6050510407753356,B,-0.7111237870102375,0,0,1,0,0,0,0,0,1
163,0.2235725586181538,-1.3651594458707181,A,1.4771493589604,0,0,1,0,0,1,0,0,0
164,-1.2980327883423726,-0.9440529852593961,A,1.4771493589604,0,0,1,0,0,1,0,0,0
165,0.8575747865183732,-0.28370924839474676,A,1.1645389095360235,1,0,0,0,0,1,0,0,0
166,-0.854231228812219,0.3073633611107839,A,-0.2943098544444019,0,0,1,0,0,1,0,0,0
167,-1.7418343478725262,-1.408564016986155,B,-1.4058136746199636,0,0,0,0,1,0,0,0,1
168,-0.41042966928206553,0.4241003060054971,A,0.018300594979975056,0,0,0,0,1,1,0,0,0
169,-0.9810316743922629,0.6447872419926329,B,-0.7458582813907239,0,0,0,1,0,0,0,0,1
170,-0.3470294464920436,-0.4698457277045102,B,0.018300594979975056,0,0,0,1,0,1,0,0,0
171,0.7307743409383293,0.01667396530063614,A,1.7202908196238045,0,0,1,0,0,0,0,1,0
172,-1.7418343478725262,-0.5971210098174127,A,-0.22484086568342918,0,0,1,0,0,0,0,0,1
173,1.6183774599986362,1.3000335173578634,B,0.7129904825897013,1,0,0,0,0,0,0,1,0
174,-0.41042966928206553,-0.5828887300832419,A,0.6435214938287286,0,0,0,0,1,0,0,0,1
175,0.920975009308395,-0.8601046327862509,B,-0.4332478319663469,1,0,0,0,0,0,0,1,0
176,0.920975009308395,-0.5897122213112278,B,-1.1279377195760731,0,0,0,1,0,1,0,0,0
177,-0.6640305604421533,-0.4117997660022837,B,1.0256009320140782,0,0,0,0,1,0,0,1,0
178,1.3647765688385487,-1.6492914123304079,B,-0.5027168207273196,0,0,1,0,0,0,0,1,0
179,0.09677211303810995,-1.19511565550083,A,0.6087869994482424,1,0,0,0,0,0,0,1,0
180,-1.1078321199723067,-0.2995988750136143,A,-1.6489551352833678,0,0,1,0,0,0,0,0,1
181,1.4281767916285706,1.5036243976424968,A,1.581352842101859,0,0,1,0,0,0,0,1,0
182,-0.6640305604421533,0.7088772939554475,A,0.053035089360461245,0,0,0,0,1,0,0,0,1
183,-1.1078321199723067,1.1618466217013899,A,-0.537451315107806,0,0,0,0,1,0,1,0,0
184,0.8575747865183732,1.6179783464759705,A,0.018300594979975056,1,0,0,0,0,1,0,0,0
185,-0.917631451602241,-0.4771081918911456,A,0.782459471350674,0,0,0,1,0,0,0,1,0
186,-1.4248332339224163,0.6099202469913366,A,1.6160873364823451,1,0,0,0,0,0,0,1,0
187,0.03337189024808801,-1.1648474248282419,A,-1.6489551352833678,0,0,0,1,0,0,0,1,0
188,1.3647765688385487,0.22679241282969653,B,0.330911044404352,0,0,0,0,1,0,0,0,1
189,-0.28362922370202165,-0.8475476172003955,A,-1.3710791802394773,0,0,1,0,0,0,0,1,0
190,1.047775454888439,-0.6215840470776575,A,-1.5100171577614228,1,0,0,0,0,0,0,1,0
191,0.16017233582813187,-0.5673962694745809,B,-1.1626722139565595,0,0,0,1,0,0,0,1,0
192,-0.9810316743922629,0.6521661683927876,A,-1.0584687308151006,1,0,0,0,0,0,0,1,0
193,0.6039738953582854,-1.5957844907448282,B,0.7129904825897013,1,0,0,0,0,1,0,0,0
194,-0.4738298920720875,-1.2894590070832173,A,0.08776958374094775,1,0,0,0,0,0,0,0,1
195,0.47717344977824155,-1.1890058686069749,A,-0.1206373825419703,0,0,1,0,0,0,0,0,1
196,0.6673741181483074,0.01667396530063614,A,-1.3016101914785048,1,0,0,0,0,1,0,0,0
197,0.5405736725682635,0.1137942036100109,B,1.4076803701994274,1,0,0,0,0,0,0,1,0
198,0.6039738953582854,0.9251834589878979,A,0.782459471350674,1,0,0,0,0,1,0,0,0
199,0.16017233582813187,1.3408341128274348,B,0.018300594979975056,0,0,1,0,0,0,0,1,0
200,-0.28362922370202165,-0.8852126915367564,B,-1.6142206409028816,0,0,1,0,0,1,0,0,0
201,1.4915770144185925,-0.1296148088557875,B,-0.1901063713029427,1,0,0,0,0,0,0,1,0
202,1.111175677678461,-0.3855957679604564,A,1.5118838533408867,1,0,0,0,0,1,0,0,0
203,-1.2980327883423726,1.0247138583877957,B,0.018300594979975056,0,0,0,0,1,1,0,0,0
204,0.16017233582813187,0.7060672697779707,B,0.6087869994482424,0,0,0,1,0,0,0,1,0
205,0.2869727814081757,0.8521497062689272,A,-1.2668756970980184,1,0,0,0,0,0,0,1,0
206,0.7307743409383293,0.6938805443068937,B,-1.3016101914785048,0,0,0,1,0,0,0,0,1
207,-0.3470294464920436,0.21458179767379568,A,1.5118838533408867,0,0,0,1,0,1,0,0,0
208,-0.917631451602241,0.7095163430245016,B,-1.1626722139565595,1,0,0,0,0,0,0,1,0
209,0.7941745637283512,0.42006593548076665,A,0.8519284601116467,1,0,0,0,0,1,0,0,0
210,0.09677211303810995,1.0046017299762053,A,-0.4332478319663469,0,0,1,0,0,1,0,0,0
211,-0.9810316743922629,-1.162610753086552,A,1.6508218308628315,0,0,0,1,0,0,0,0,1
212,1.111175677678461,-1.7106341505384095,B,-0.05116839378099763,0,0,0,0,1,0,0,0,1
213,0.03337189024808801,-1.4345141871267224,A,-0.9542652476736416,0,0,1,0,0,1,0,0,0
214,0.03337189024808801,-0.63240906051374,B,-0.4332478319663469,0,0,1,0,0,0,0,0,1
215,-1.6784341250825041,-1.5233390215146598,B,-1.3016101914785048,0,0,1,0,0,0,0,0,1
216,-1.4248332339224163,-0.10814395461980583,A,-0.9542652476736416,1,0,0,0,0,0,0,1,0
217,-0.3470294464920436,1.4443481171718107,B,0.6782559882092151,0,0,1,0,0,1,0,0,0
218,0.2869727814081757,1.6620816908725224,B,0.2961765500238655,1,0,0,0,0,0,0,0,1
219,1.111175677678461,1.5487639571183098,A,-0.884796258912669,1,0,0,0,0,0,1,0,0
220,-0.2202290009119997,-0.22482117530245815,B,-0.9542652476736416,1,0,0,0,0,1,0,0,0
222,-1.1712323427623288,1.3638249482603724,A,0.330911044404352,0,0,0,1,0,1,0,0,0
223,0.5405736725682635,-0.02075250132133597,A,0.574052505067756,1,0,0,0,0,0,0,0,1
224,0.8575747865183732,1.3371849634704984,B,0.15723857250192042,0,0,0,1,0,0,0,1,0
225,-2.3758365757727455,-2.008311568293567,B,1.7897598083847768,0,0,0,0,1,0,0,0,1
226,0.2235725586181538,1.5761863290861844,A,1.2687423926774821,0,0,1,0,0,1,0,0,0
227,0.4137732269882196,1.4064531046190143,A,-1.5100171577614228,0,0,0,0,1,0,0,1,0
228,-0.7274307832321751,-0.014400831368633103,A,-1.6836896296638544,0,0,1,0,0,0,0,0,1
229,-0.03002833254193392,0.64463793146248,A,-1.1279377195760731,0,0,1,0,0,0,0,1,0
230,-0.4738298920720875,1.591881852015853,A,-0.7458582813907239,0,0,0,1,0,0,0,1,0
231,-1.1712323427623288,0.5565447186722916,B,0.08776958374094775,1,0,0,0,0,0,0,1,0
232,1.6183774599986362,-0.6598165014285995,A,-0.6416547982492649,0,0,0,1,0,1,0,0,0
233,0.35037300419819767,1.4497621169951531,B,0.08776958374094775,0,0,1,0,0,1,0,0,0
234,-1.6150339022924822,1.2450902284722134,A,1.2687423926774821,0,0,1,0,0,0,0,1,0
235,1.047775454888439,-1.5787959386240358,B,-1.1626722139565595,0,0,0,1,0,0,0,0,1
236,0.6673741181483074,-0.4683257465075543,A,1.0950699207750505,0,0,0,1,0,0,0,1,0
237,-0.1568287781219778,0.8061978975090827,A,-0.9195307532931554,0,0,0,0,1,0,0,1,0
238,-1.0444318971822848,0.6295754851806592,B,-1.0237342364346143,1,0,0,0,0,0,0,0,1
239,-0.6640305604421533,1.3119365528216498,B,0.9561319432531055,0,0,0,0,1,1,0,0,0
240,0.7941745637283512,-0.6995360886598635,B,0.6087869994482424,0,0,0,1,0,1,0,0,0
241,-1.5516336795024603,1.5121201668081947,B,-0.3985133375858607,0,0,0,0,1,0,0,1,0
242,1.1745759004684828,0.054001308704995754,A,-1.1626722139565595,0,0,0,0,1,1,0,0,0
243,1.111175677678461,0.01667396530063614,A,1.5118838533408867,1,0,0,0,0,1,0,0,0
244,1.4281767916285706,-0.4770574263108936,B,0.7477249769701875,0,0,0,0,1,0,0,0,1
245,1.111175677678461,1.698659784549371,A,1.338211381438455,0,0,0,1,0,0,1,0,0
246,-0.6640305604421533,-0.13055845140635355,B,-0.8153272701516964,0,0,1,0,0,0,0,0,1
247,0.8575747865183732,1.427407344420667,A,1.685556325243318,0,0,0,1,0,0,0,1,0
248,-0.03002833254193392,0.20607109745508256,A,-1.1626722139565595,0,0,1,0,0,0,0,0,1
249,-0.7274307832321751,1.0337799937786778,A,1.6160873364823451,1,0,0,0,0,1,0,0,0
250,1.4915770144185925,0.8592927220314401,B,0.3656455387848382,0,0,0,1,0,0,0,1,0
251,1.047775454888439,-1.6442745785172717,B,-1.6489551352833678,1,0,0,0,0,0,0,0,1
252,0.984375232098417,-1.3838083310868103,B,-1.2668756970980184,0,0,0,0,1,0,0,1,0
253,-1.1712323427623288,0.9653211157035907,A,1.1645389095360235,0,0,1,0,0,0,0,0,1
255,1.2379761232585047,-1.7455548973305608,A,0.19197306688240662,0,0,1,0,0,0,0,0,1
256,1.111175677678461,-0.6654455084153622,A,-0.1206373825419703,1,0,0,0,0,0,0,1,0
257,-0.09342855533195585,1.6745550925614927,A,-1.544751652141909,0,0,0,0,1,0,0,1,0
258,-1.3614330111323945,-1.0884989783398775,B,0.6782559882092151,1,0,0,0,0,0,0,0,1
259,1.3013763460485266,1.230863921159249,B,-1.6489551352833678,0,0,0,1,0,0,0,0,1
260,-1.2346325655523507,-0.6500545789672052,B,-1.093203225195587,0,0,0,1,0,0,0,1,0
261,-0.3470294464920436,1.5266301641284499,B,0.5393180106872697,1,0,0,0,0,0,0,1,0
262,-0.5372301148621094,-1.1918009617314365,B,1.234007898296996,0,0,1,0,0,0,0,0,1
263,0.5405736725682635,-0.588368426539852,B,1.1992734039165098,0,0,0,1,0,0,0,0,1
264,-1.1078321199723067,0.33486337455433773,B,1.2687423926774821,0,0,0,0,1,1,0,0,0
265,0.16017233582813187,0.784261194419024,A,0.3656455387848382,1,0,0,0,0,0,0,0,1
266,-0.3470294464920436,1.1250057414914731,B,-0.884796258912669,0,0,0,0,1,1,0,0,0
267,1.4915770144185925,-0.8247568578778626,A,1.4771493589604,0,0,0,1,0,0,0,0,1
268,0.8575747865183732,0.8950675250560661,B,-0.9542652476736416,0,0,0,1,0,1,0,0,0
269,0.09677211303810995,-0.12974022970111565,B,0.2961765500238655,0,0,1,0,0,0,0,0,1
270,-0.41042966928206553,-0.06663861344791339,A,-0.22484086568342918,0,0,0,1,0,0,0,1,0
271,-1.0444318971822848,-0.8905132153571831,B,1.7550253140042906,0,0,1,0,0,0,0,0,1
272,-1.5516336795024603,-0.12127432264144856,A,-1.3016101914785048,0,0,0,0,1,0,0,1,0
273,1.5549772372086144,-1.0336154136662887,B,-1.1279377195760731,0,0,0,0,1,0,0,1,0
274,-0.7274307832321751,0.8088018731549484,B,-1.3710791802394773,0,0,1,0,0,0,0,1,0
275,-0.41042966928206553,0.6103293578439557,A,0.2267075612628928,0,0,0,1,0,0,0,1,0
276,1.4915770144185925,0.08128631498512967,A,-0.9542652476736416,0,0,0,0,1,0,0,1,0
277,-0.6006303376521314,-1.2495930955324033,B,1.2687423926774821,0,0,1,0,0,0,0,1,0
278,1.6183774599986362,1.6026262377656533,B,-1.3363446858589911,0,0,1,0,0,1,0,0,0
